No,Kecamatan,Kelurahan,Nama Perusahaan,Lokasi Menara,Latitude_rev,Longitude_rev,Longitude,Latitude,Tinggi Tower,Struktur Tower,Data IMB
433,Cibeunying Kaler,Cigadung,PT. Tower Bersama Group,Jl. Cigadung Raya Kp. Cipaheut Kidul RT 03/04,-6.87401,107.623,107.623,-6.87401,42,4 Kaki,503.645/1349/BPPT
434,Cibeunying Kaler,Sukaluyu,PT. Solusi Tunas Pratama,Jl. Pahlawan BelakangÊ No.  17 Bandung,-6.900051,107.63358,107.63358,-6.900051,15,Pole,503.645/0686/BPPT
435,Cibeunying Kaler,Cihaurgeulis,PT. Solusi Tunas Pratama,Apotik Lia Farma Jl. Surapati No. 68 RT 02 RW  04.,-6.90015,107.62831,107.62831,-6.90015,20,3 Kaki,503.645/SI-0792 Disbang/IV-07
436,Cibeunying Kaler,Sukaluyu,PT. Telkomsel,Jl. Gagak,-6.895626,107.627999,107.627999,-6.895626,30,Kamuflase Pohon,IMB-Bdg 2009_14
437,Cibeunying Kaler,Cigadung,PT. Telkomsel,Jl. Tubagus Ismail VII No. 60,-6.880003,107.62171,107.62171,-6.880003,55,4 Kaki,-
438,Cibeunying Kaler,Cihaurgeulis,PT. Telkomsel,Jl. Supratman,-6.905577,107.629424,107.629424,-6.905577,12,3 Kaki,IMB - 503.645/1351/BPPT
439,Cibeunying Kaler,Cigadung,PT. Telkomsel,Jl. Cigadung Selatan No.  21 RT 03 RW  08 ,-6.88473,107.62709,107.62709,-6.88473,6,Pole,NO NEED
440,Cibeunying Kaler,Neglasari,PT. Telkomsel,Jl. Cikutra No. 312 RT  04/02 ,-6.893621,107.638134,107.638134,-6.893621,6,Pole,NO NEED
441,Cibeunying Kaler,Cihaurgeulis,PT. Telkomsel,Terusan Cisoka RT 01/08 ,-6.9026,107.6326,107.6326,-6.9026,6,Pole,NO NEED
442,Cibeunying Kaler,Sukaluyu,PT. Telkomsel,Gg. Tilil II No. 340/144C RT  06 RW  01 ,-6.899163889,107.6221028,107.6221028,-6.899163889,6,Pole,NO NEED
443,Cibeunying Kaler,Cigadung,PT. Centratama Menara Indonesia,Jl. Cibeunying Permai Raya No. 38 RT /RW  04/11 ,-6.88771,107.62817,107.62817,-6.88771,4,4 Kaki,IMB NR
444,Cibeunying Kaler,Sukaluyu,PT. Xl Axiata, Tbk,Jl. Gagak RT  01 RW  03 ,-6.89721,107.62515,-6.89721,107.62515,52,3 Kaki,503.645/SI-2614 Disbang/2006
445,Cibeunying Kaler,Neglasari,Hutchinson,Jl. Phh.Mustafa No. 27 RT 03/RW 01,-6.89808,107.63696,107.63696,-6.89808,9,Pole,-
446,Cibeunying Kidul,Cikutra,PT. Protelindo,Jl. Cikutra No. 31 RT 01 RW  10,-6.90508,107.64369,107.64369,-6.90508,20,Rooftop Mt,503.645/SI-1229 Disbang/07
447,Cibeunying Kidul,Cikutra,PT. Protelindo,Jl. Jend. Ahmad Yani No. 535 A RT 01 RW  01,-6.90932,107.64167,107.64167,-6.90932,20,Rooftop Mt,503.645/0213/BPPT
448,Cibeunying Kidul,Cicadas,PT. Protelindo,Jl. Jend. Ahmad Yani No. 435 RT 01 RW  02,-6.91061,107.63926,107.63926,-6.91061,12,Pole,503.645/3775/BPPT
449,Cibeunying Kidul,Sukamaju,PT. Protelindo, Tbk,Jl. Citamiang  No. 55 RT  01 RW  07,-6.9078,107.63478,107.63478,-6.9078,18,4 Kaki,503.645/1956/BPPT
450,Cibeunying Kidul,Sukagalih,PT. Protelindo, Tbk,Jl. Prof. Drg. Surya Sumantri No. 60 B RT 01 RW  01 ,-6.88732,107.58173,107.58173,-6.88732,20,4 Kaki,503.645/1881/BPPT
451,Cibeunying Kidul,Cicadas,PT. Protelindo, Tbk,Jl. P.H.H Mustopa No. 85 RT 07 RW  02 ,-6.90016,107.6452,107.6452,-6.90016,20,Pole,503.645/5476/BPPT
452,Cibeunying Kidul,Cikutra,PT. Protelindo, Tbk,Jl. Sukasenang No. 3 RT 6 RW  15 ,-6.89885,107.63746,107.63746,-6.89885,12,Pole,503.645/3173/BPPT
453,Cibeunying Kidul,Padasuka,PT. Solusi Tunas Pratama,Jl. Jend. Ahmad Yani No. 524-526 RT 03 RW  05 ,-6.90798,107.64388,107.64388,-6.90798,6,Pole,Not Required
454,Cibeunying Kidul,Cikutra,PT. Solusi Tunas Pratama,Gg. Suka Mulya RT 02 RW 09 ,-6.904222222,107.64175,107.64175,-6.904222222,31,3 Kaki,570/061/IMB/BP2T/XI/2016
455,Cibeunying Kidul,Sukapada,PT. Solusi Tunas Pratama,Jl. Raya A Yani No. 630 Bandung,-6.906635,107.64755,107.64755,-6.906635,20,4 Kaki,503.645/719/BPPT
456,Cibeunying Kidul,Pasirlayung,PT. Xl Axiata, Tbk,Jl. Tugu Asri I No. B8 RT 05 RW 013 ,-6.895777778,107.6516389,-6.895777778,107.6516389,30,3 Kaki,503.645/971/BPPT
457,Cibeunying Kidul,Sukamaju,PT. Xl Axiata, Tbk,Jl. Supratman No. 60 Bandung,-6.90558,107.63112,-6.90558,107.63112,36,Pole,503.645/SI-0626 Disbang/2007
458,Cibeunying Kidul,Pasirlayung,PT. Xl Axiata, Tbk,Jl. Ahmad Yani No. 943 RT 07/09 ,-6.90223,107.65671,-6.90223,107.65671,25,3 Kaki,603.645.4/378/BPMPPT/2008
459,Cibeunying Kaler,Cigadung,PT. Xl Axiata, Tbk,Jl. Lapangan Golf Dago Atas No. 78 ,-6.86768,107.62442,-6.86768,107.62442,42,4 Kaki,503.645/SI-1641-Distarcip/II-08
460,Cibeunying Kidul,Cikutra,PT. Xl Axiata, Tbk,Jl. Cikutra No. 10 RT  01 / RW  08 ,-6.90798,107.64388,-6.90798,107.64388,25,3 Kaki,503.645/SI-3024 Disbang/2006
461,Cibiru,Cipadung,PT. Protelindo, Tbk,Jl. Manisi,-6.92799,107.72021,107.72021,-6.92799,36,3 Kaki,503.645/1702/BPPT
462,Cibiru,Cipadung Kulon,PT. Protelindo, Tbk,Jl. Sindangsari RT 03 RW  04,-6.91755,107.7028,107.7028,-6.91755,35,3 Kaki,503.645/SI-0537/Disbang/07
463,Cibiru,Cisurupan,PT. Protelindo, Tbk,Jl. Cilengkrang RT 04 RW  05 ,-6.91299,107.71944,107.71944,-6.91299,53,3 Kaki,503.645/01001/BPPT
464,Cibiru,Cipadung,PT. Protelindo, Tbk,Jl. Cigagak RT 06 RW  014 ,-6.9208,107.71799,107.71799,-6.9208,25,4 Kaki,503.645/0680/BPPT
465,Cibiru,Cipadung,PT. Protelindo, Tbk,Jl. Desa Cipadung No. 166 ,-6.92779,107.71609,107.71609,-6.92779,26,4 Kaki,663.10/0016/IMBT/XII/2015/BPPT
466,Cibiru,Pasirbiru,PT. Protelindo, Tbk,Jl. Mekarjati RT 03 RW  05 ,-6.92932,107.72392,107.72392,-6.92932,31,3 Kaki,503.645/0763/BPPT
467,Cibiru,Cipadung Kulon,PT. Protelindo, Tbk,Jl. Gempol No. 2  ,-6.93037,107.70503,107.70503,-6.93037,31,3 Kaki,-
468,Cibiru,Cipadung,Daya Mitra Telekomunikasi,Jl. A.H Nasution  525 RT 02/010,-6.934267,107.716833,107.716833,-6.934267,20,Pole,IMB - 663.10/0012/IMBT/XII/2016/BPPT
469,Cibiru,Palasari,PT. Indosat, Tbk,Cilengkang II No. 53 RT 03/09,-6.924538,107.71229,107.71229,-6.924538,52,4 Kaki,503.645/51-0808 Disbang/2003
470,Cibiru,Cibiru Wetan,PT. Tower Bersama Group,Easternhils-Ciguruwik,-6.92728,107.726,107.726,-6.92728,42,4 Kaki,645.4/36/354/BPMP
471,Cibiru,Cipadung,PT. Tower Bersama Group,Jl. Sukaluyu,-6.91648,107.726,107.726,-6.91648,42,4 Kaki,503.645/1344/BPPT
472,Cibiru,Pasir Biru,PT. Tower Bersama Group,Jl. Sukaluyu RT 01/12,-6.91934,107.723,107.723,-6.91934,55,4 Kaki,503.645/SI-0693 DISBANG/2005
473,Cibiru,Cipadung,PT. Tower Bersama Group,Jl. Manisi Gg. Reformasi No. 5 RT 03/13,-6.9239,107.72,107.72,-6.9239,42,4 Kaki,503.645/1943/BPPT
474,Cibiru,Cipadung,PT. Tower Bersama Group,Jl. A.H Nasution RT 01/02 Km 13,-6.92931,107.712,107.712,-6.92931,42,4 Kaki,503.645/2487BPPT
475,Cibiru,Palasari,PT. Solusi Tunas Pratama,Jl. Raya Cipadung RT 01/RW 01 ,-6.92274,107.71018,107.71018,-6.92274,31,3 Kaki,503/DPMKUT/574/IMB/V/2017
476,Cibiru,Cisurupan,PT. Solusi Tunas Pratama,Jl. Cicalengkrang 1 Kp.Cigagak RT /RW 05/07 ,-6.907944444,107.72625,107.72625,-6.907944444,31,3 Kaki,KPPTPM.503.a.6/42/IX/KEP/2016
477,Cibiru,Cisurupan,PT. Solusi Tunas Pratama,Jl. Cilengkarang I No. 113 RT 03/RW 05 ,-6.913388889,107.7175833,107.7175833,-6.913388889,15,Pole,0473/DPMPT/BTg/KR 
478,Cibiru,Pasir Biru,PT. Telkomsel,Jl. Raya Cibiru,-6.932906,107.722183,107.722183,-6.932906,52,4 Kaki,-
479,Cibiru,Pasir Biru,PT. Telkomsel,Jl. Cilengkrang 2 Kp. Gandol RT 05/05,-6.915996,107.720919,107.720919,-6.915996,42,4 Kaki,-
480,Cibiru,Pasir Biru,PT. Telkomsel,Mekarjati RT  02 RW  05 ,-6.929838,107.723805,107.723805,-6.929838,6,Pole,NO NEED
481,Panyileukan,Cipadung Kulon,PT. Xl Axiata, Tbk,Jl. Raya Cipadung No. 159 RT 03 RW 10,-6.93475,107.718,-6.93475,107.718,50,4 Kaki,503.645/1216/BPPT
482,Panyileukan,Cipadung Kidul,PT. Xl Axiata, Tbk,Jl. Panyileukan V RT 02/RW 13 ,-6.944917,107.708306,-6.944917,107.708306,30,3 Kaki,503.645/945/BPPT
483,Cibiru,Pasir Biru,Naragita,Jl. Desa Cibiru Wetan Bandung,-6.9154,107.73625,107.73625,-6.9154,12,Pole,-
484,Bandung Kulon,Cibuntu,PT. Solusi Tunas Pratama,Jl. Soekarno  Hatta No. 47 Bandung,-6.93426,107.6993,107.6993,-6.93426,43,4 Kaki,503.645/40/BPPT/2010
485,Antapani,Antapani Tengah,PT. Protelindo, Tbk,Terusan Jl. Jakarta RT 03 RW 07 Kode Pos 40291,-6.91344,107.66006,107.66006,-6.91344,35,3 Kaki,503.145/SI-2851-DISBANG/06
486,Antapani,Antapani Tengah,PT. Protelindo, Tbk,Jl. Cibodas Baru RT 02 RW  022  Kode Pos 40291,-6.92014,107.66467,107.66467,-6.92014,30,3 Kaki,503.645/SI-3465/DISBANG/06
487,Kiaracondong,Cicaheum,PT. Xl Axiata, Tbk,Jl. Jend. A Yani No. 804 - RT 01 RW  05 ,-6.902972222,107.6546944,-6.902972222,107.6546944,15,3 Kaki,503.645/SI-2633-Disbang/2003
488,Mandalajati,Karang Pamulang,PT. Xl Axiata, Tbk,Jl. Pasir Impun Barat No. 35 RT  04/05 ,-6.902833333,107.6751667,-6.902833333,107.6751667,30,4 Kaki,503.645/SI-0936 DISBANG/2001
489,Antapani,Antapani Tengah,PT. Xl Axiata, Tbk,Jl. Depok No. 16A Antapani,-6.9147,107.657,-6.9147,107.657,30,4 Kaki,503.643.3/SI-0040-DPB/1999
490,Cicendo,Sukaraja,PT. Protelindo,Komplek Istana Pasteur Regency RT 05 RW  06 ,-6.89108,107.57563,107.57563,-6.89108,12,Pole,503.645/0916/BPPT
491,Cicendo,Pasirkaliki,PT. Protelindo, Tbk,Jl. Dr. Abdul Rivai No.  1,-6.90461,107.60364,107.60364,-6.90461,25,3 Kaki,503.645/SI- 1755 Disbang/2004
492,Cicendo,Pasirkaliki,PT. Protelindo, Tbk,Jl. Cicendo No. 19 A RT 04 RW  05 ,-6.91075,107.60359,107.60359,-6.91075,28,4 Kaki,503.645/0915/BPPT
493,Cicendo,Arjuna,PT. Protelindo, Tbk,Jl. Arjuna No. 15 RT 02 RW  08 ,-6.91009,107.59084,107.59084,-6.91009,15,Pole,503.645/2017/BPPT
494,Cicendo,Pasirkaliki,PT. Protelindo, Tbk,Jl. H. Mesri No. 36A/68 RT 04 RW  06 ,-6.90915,107.60066,107.60066,-6.90915,12,Pole,503.648.1/2446/BPPT
495,Cicendo,Sukaraja,PT. Protelindo, Tbk,Jl. Gunung Batu No. 135 ,-6.88866,107.5648,107.5648,-6.88866,23,4 Kaki,663.10/0002/IMBT/VI/2016/BPPT
496,Cicendo,Sukaraja,PT. Protelindo, Tbk,Jl. Bunisugih RT  03 RW  04 ,-6.88916,107.55842,107.55842,-6.88916,32,3 Kaki,503.645/SI-2741 Disbang/2006
497,Cicendo,Pajajaran,PT. Protelindo, Tbk,Jl. Dr. Djunjungan Dalam No.  8A RT 01 RW 03 Kode Pos 40173 ,-6.89621,107.58747,107.58747,-6.89621,25,3 Kaki,503.645/SI-0444 Disbang/2007
498,Cicendo,Husein Sastranegara,Daya Mitra Telekomunikasi,Jl. Ku. Supadio No. 30,-6.909555,107.585541,107.585541,-6.909555,36,4 Kaki,IMB - 503/bpmppt-immtt/xii/2012/07
499,Cicendo,Pajajaran,Daya Mitra Telekomunikasi,Jl. Citepus 3 RT 07/11,-6.900101,107.589333,107.589333,-6.900101,9,Pole,IMB - 503/143/IMB/BPMT2T/2012
500,Cicendo,Husein Sastranegara,Daya Mitra Telekomunikasi,Jl. Kaf. Kata Negara,-6.900011,107.58556,107.58556,-6.900011,36,4 Kaki,IMB - 663.10/0002/IMBT/VIII/2016/BPPT
501,Cicendo,Husein Sastranegara,PT. Indosat, Tbk,Jl. Komodor Udara Supadio No. 30 RT 09/06,-6.909366,107.585693,107.585693,-6.909366,45,4 Kaki,503.645/0637/BPPT
502,Cicendo,Arjuna,PT. Indosat, Tbk,Jl. Pasirkaliki No. 102 (Tessa Cellular),-6.908759,107.597824,107.597824,-6.908759,20,4 Kaki,503.645/2294/BPPT
503,Cicendo,Pasirkaliki,PT. Indosat, Tbk,Jl. Dr. Rum No. 30-32,-6.905082,107.600667,107.600667,-6.905082,15,4 Kaki,503.643/51-4332/Dpb TAHUN 1996
504,Cicendo,Pasirkaliki,PT. Tower Bersama Group,Jl. Pasir Kaliki No. 36-42,-6.9119,107.598,107.598,-6.9119,6,Pole,ROOFTOP 6 m
505,Cicendo,Sukaraja,PT. Tower Bersama Group,Jl. Agusta,-6.89504,107.573,107.573,-6.89504,36,4 Kaki,503.645./3514/BPPT
506,Cicendo,Sukaraja,PT. Tower Bersama Group,Jl. Bumi Sugih,-6.8893,107.559,107.559,-6.8893,32,4 Kaki,503.645/1283/BPPT
507,Cicendo,Pasirkaliki,PT. Solusi Tunas Pratama,Jl. Otto Iskandardinata No. 16 Bandung Jawa Barat,-6.9134,107.60397,107.60397,-6.9134,6,Pole,Not Required
508,Cicendo,Pasirkaliki,PT. Solusi Tunas Pratama,Jl. Pasir Kaliki No. 48 RT 01/08 ,-6.911616,107.598195,107.598195,-6.911616,20,Pole,Not Required
509,Cicendo,Arjuna,PT. Solusi Tunas Pratama,Jl. Kresna No. 32 RT 03/04 ,-6.909611111,107.5937222,107.5937222,-6.909611111,15,4 Kaki,8802/8.1/31.75.00.000/-1.785.51/2016 (IMB)
510,Cicendo,Husein Sastranegara,PT. Telkomsel,Jl. Jatayu,-6.910218,107.585943,107.585943,-6.910218,20,3 Kaki,IMB-Bdg 2009_13
511,Cicendo,Sukaraja,PT. Telkomsel,Jl. Gunung Batu / Padaasih,-6.890851,107.562899,107.562899,-6.890851,12,Pole Rooftop,IMB-Bdg 2015_17
512,Cicendo,Pajajaran,PT. Telkomsel,Jl. Sukawara,-6.894137,107.58496,107.58496,-6.894137,36,4 Kaki,-
513,Cicendo,Husein Sastranegara,PT. Telkomsel,Jl. Lettu Subagio No. ,-6.906072,107.58216,107.58216,-6.906072,30,4 Kaki,-
514,Cicendo,Pamoyanan,PT. Telkomsel,Jl. Dr. Junjunan,-6.900463,107.59664,107.59664,-6.900463,20,3 Kaki,-
515,Cicendo,Pasirkaliki,PT. Telkomsel,Jl. Dr Abdul Rivai,-6.9044497,107.6039759,107.6039759,-6.9044497,RT 9m,3 Kaki,-
516,Cicendo,Pasirkaliki,PT. Telkomsel,Hotel Serena Jl. Marjuk No. 4-6 ,-6.91239,107.60274,107.60274,-6.91239,6,Pole,NO NEED
517,Cicendo,Pamoyanan,PT. Telkomsel,Jl. Korawa No. 27 RT 04 RW  01 ,-6.90275,107.59251,107.59251,-6.90275,4.2,Pole,NO NEED
518,Cicendo,Sukaraja,PT. Telkomsel,Jl. Mentor Gg Hambali I No.  41 RT 01 RW  07 ,-6.89217,107.57022,107.57022,-6.89217,6,Pole,NO NEED
519,Cicendo,Arjuna,PT. Telkomsel,Jl. Samiaji No. 287/66 RT  010 RW  05 ,-6.90884,107.59535,107.59535,-6.90884,4.2,Pole,NO NEED
520,Cicendo,Sukawarna,PT. Telkomsel,Komplek Istana Regensi RT  02 RW  02 ,-6.895944,107.582763,107.582763,-6.895944,6,Pole,NO NEED
521,Cicendo,Sukaraja,PT. Telkomsel,Jl. Babakan Cianjur No. 130 ,-6.89694,107.56789,107.56789,-6.89694,6,Pole,NO NEED
522,Cicendo,Pasirkaliki,PT. Telkomsel,Jl. Pajajaran No. 56 RT  01 RW  03 ,-6.90646,107.6005,107.6005,-6.90646,6,Pole,NO NEED
523,Cicendo,Pasirkaliki,PT. Telkomsel,Jl. Cicendo No. 4 Bandung,-6.9099,107.6046,107.6046,-6.9099,6,Pole,NO NEED
524,Cicendo,Arjuna,PT. Telkomsel,Jl. Pasir Kaliki No. 53 - 55,-6.91119,107.59723,107.59723,-6.91119,6,Pole,NO NEED
525,Cicendo,Pajajaran,PT. Centratama Menara Indonesia,Jl. Citepus III RT 07 RW  10 ,-6.90148,107.58885,107.58885,-6.90148,12,Pole,IMB RELEASED
526,Cicendo,Pamoyanan,PT. Centratama Menara Indonesia,Istana Plaza Jl. Pasir Kaliki No. 121 - 123 Bandung Jawa Barat,-6.9054,107.59687,107.59687,-6.9054,6,Pole,IMB NR
527,Cicendo,Pamoyanan ,PT. Centratama Menara Indonesia,Gedung Mega Cell Bandung,-6.90687,107.59184,107.59184,-6.90687,6,Pole,IMB NR
528,Cicendo,Pasirkaliki,PT. Centratama Menara Indonesia,Jl. Cicendo No. 19 ,-6.89842,107.65863,107.65863,-6.89842,10,Pole,IMB RELEASED
529,Cicendo,Husein Sastranegara,PT. Xl Axiata, Tbk,Jl. Padjadjaran Pangkalan Tni Au Bandara Husein Sastranegara,-6.903305556,107.5723889,-6.903305556,107.5723889,30,4 Kaki,503.645/1300/BPPT
530,Cicendo,Husein Sastranegara,PT. Xl Axiata, Tbk,Sma_Smk Angkasa (Lanud Husein Sastra Negara) Jl. L.M.U. Supadio No. 22 Lanud Husein Sastra Negara,-6.906472222,107.5830833,-6.906472222,107.5830833,30,4 Kaki,503.645/1862/BPPT
531,Cicendo,Pasirkaliki,PT. Xl Axiata, Tbk,Stadion Padjajaran Bandung (Koni Jawa Barat) Jl. Pajajaran No. 37A,-6.907277778,107.6013056,-6.907277778,107.6013056,50,Pole,503.645/SI-0472 DISBANG/05
532,Cicendo,Sukaraja,PT. Xl Axiata, Tbk,Jl. Boing Komplek Tni Au Sukaraja Kota Bandung,-6.89499,107.57306,-6.89499,107.57306,36,Pole,503.645/SI-2890 Disbang/2006
533,Cicendo,Pasirkaliki,PT. Permata Karya Perdana,Jl. Oto Iskandar Dinata No. 20 RT 01 RW 10,-6.913734,107.60425,107.60425,-6.913734,21,4 Kaki,-
534,Cidadap,Ledeng,PT. Protelindo,Jl. Cipaku Indah 3 No. 11,-6.86406,107.59969,107.59969,-6.86406,6,Pole,tidak diperlukan IMB
535,Cidadap,Ciumbuleuit,PT. Protelindo, Tbk,Jl. Kp. Cikadu RT 01 RW  11 ,-6.85761,107.60169,107.60169,-6.85761,30,3 Kaki,503.645/1390/BPPT
536,Cidadap,Hegarmanah,PT. Protelindo, Tbk,Jl. Bukit Jarian Dalam Iv RT 05 RW  11 ,-6.87814,107.60674,107.60674,-6.87814,12,Pole,503.645/1438/BPPT
537,Cidadap,Ledeng,PT. Protelindo, Tbk,Jl. Sersan Surip No. 38/169A ,-6.85872,107.59555,107.59555,-6.85872,12,Pole,663.10/0012/IMBT/XII/2015/BPPT
538,Cidadap,Hegarmanah,PT. Protelindo, Tbk,Jl. Ciumbuleuit No. 133B ,-6.87825,107.60358,107.60358,-6.87825,12,Pole,663.10/0010/IMBT/XII/2015/BPPT
539,Cidadap,Ciumbuleuit,PT. Protelindo, Tbk,Jl. Ciumbuleuit No. 179 RT 01/RW  07 Kode Pos 40142 ,-6.87049,107.60548,107.60548,-6.87049,36,Pole,503.645/SI-0629 Disbang/2007
540,Cidadap,Ciumbuleuit,Daya Mitra Telekomunikasi,Jl. Ciumbuleuit Atas RT 08/03,-6.86259,107.606591,107.606591,-6.86259,42,4 Kaki,IMB - 1551/UPTP/IX/2012
541,Cidadap,Hegarmanah,Daya Mitra Telekomunikasi,Jl. Kapten. Abd. Hamid PaNo. rama 3 No. 44,-6.865695,107.596133,107.596133,-6.865695,6,Pole,IMB - 503.645/1619/BPPT
542,Cidadap,Hegarmanah,Daya Mitra Telekomunikasi,Jl. Bukit Jarian Dalam 156,-6.878274,107.606732,107.606732,-6.878274,6,Pole,IMB - 503.648.1/3079/BPPT
543,Cidadap,Ledeng,PT. Indosat, Tbk,Cipaku Indah III No. 9,-6.864052,107.59957,107.59957,-6.864052,25,4 Kaki,503.643.3/SI-1975 DISBANG/2000
544,Cidadap,Ciumbuleuit,PT. Indosat, Tbk,Wilayah Rs. Au Tk II Dr. Salamun II. CiumbuleuitPangkalan,-6.865434,107.604315,107.604315,-6.865434,30,4 Kaki,503.645/3138/BPPT
545,Cidadap,Ledeng,PT. Tower Bersama Group,Jl. Dr. Somamudi Km 10 No. 8B / 9 RT 03/02,-6.84656,107.602,107.602,-6.84656,52,4 Kaki,503.645/SI.1730 Disbang/2001
546,Cidadap,Ledeng,PT. Tower Bersama Group,Kp Cikadu,-6.85881,107.602,107.602,-6.85881,36,4 Kaki,503.645/2170/BPPT
547,Cidadap,Ledeng,PT. Tower Bersama Group,Htltlgsari-Kpcikado,-6.85513,107.598,107.598,-6.85513,12,Pole,REKOM DISHUBKOMINFO DAN KRK DONE,  PENGESAHAN IMB
548,Cidadap,Hegarmanah,PT. Solusi Tunas Pratama,Windy Swalayan Jl. Setia Budi No. 170 Fg RT 03/RW 05 ,-6.87242,107.595,107.595,-6.87242,25,4 Kaki,503.645/SI-3119 Disbang/2002
549,Cidadap,Ciumbuleuit,PT. Solusi Tunas Pratama,Jl. Cimbuleut No. 152 Bandung 40142,-6.86722,107.60664,107.60664,-6.86722,6,Pole,Not Required
550,Cidadap,Ciumbuleuit,PT. Solusi Tunas Pratama,Jl. Rancabentang I No. 15 C ,-6.874555556,107.6074444,107.6074444,-6.874555556,20,3 Kaki,503.601/146/BPTSPPMD/IMB/X/2016
551,Cidadap,Hegarmanah,PT. Solusi Tunas Pratama,Jl. Hegarmanah Gg. Marhali No. 7 RT 07/RW 03 ,-6.87913889,107.6014722,107.6014722,-6.87913889,6,Pole,570/057/IMB/BP2T/XI/2016
552,Cidadap,Ciumbuleuit,PT. Solusi Tunas Pratama,Kp. Bengkok RT 09 RW 01 ,-6.86009,107.62079,107.62079,-6.86009,32,3 Kaki,Proses
553,Cidadap,Ciumbuleuit,PT. Solusi Tunas Pratama,Univ. Kristen Maranatha Prof. Drg. Suria Sumantri Mph - No. 65,-6.88611,107.580927,107.580927,-6.88611,3,Pole,Not Required
554,Cidadap,Ledeng,PT. Telkomsel,Jl. Setia Budi No. 268A,-6.86158,107.595548,107.595548,-6.86158,30,Monopole,-
555,Cidadap,Hegarmanah,PT. Telkomsel,Jl. Setia Budi,-6.87358,107.596029,107.596029,-6.87358,36,Monopole,-
556,Cidadap,Ciumbuleuit,PT. Telkomsel,Jl. Ciumbuleuit ( Rsau Dr. Salamun),-6.865207,107.604255,107.604255,-6.865207,30,4 Kaki,-
557,Cidadap,Ciumbuleuit,PT. Telkomsel,Jl. Ranca Hantang 1 No. 156 RT 01/06,-6.874556,107.607504,107.607504,-6.874556,15,3 Kaki,IMB-Bdg 2009_9
558,Cidadap,Ledeng,PT. Telkomsel,Jl. Cipaku Indah VIII RT 05 RW  02 ,-6.861712,107.598737,107.598737,-6.861712,6,Pole,NO NEED
559,Cidadap,Hegarmanah,PT. Telkomsel,Hegarmanah (Jl. n. Kapten Tendean No. 1) Bandung West Java,-6.87848,107.59998,107.59998,-6.87848,6,Pole,NO NEED
560,Cidadap,Hegarmanah,PT. Centratama Menara Indonesia,Hotel Grand Serela Bandung,-6.88055,107.60088,107.60088,-6.88055,6,Pole,IMB NR
561,Cibeunying Kaler,Cigadung,PT. Xl Axiata, Tbk,Jl. Lapangan Golf Dago Atas No. 78 (Pt Dago Endah) Dago Golf Bandung Jabar,-6.868972222,107.6238611,-6.868972222,107.6238611,30,Pole,503.645/SI-0351 DISBANG/2002
562,Cidadap,Ciumbuleuit,PT. Xl Axiata, Tbk,Jl. Kampung Cihanjah No. 45 RT 02 RW  10  ,-6.857472222,107.6109167,-6.857472222,107.6109167,31,4 Kaki,503.645/1217/BPPT
563,Cidadap,Ciumbuleuit,PT. Xl Axiata, Tbk,Jl. Ciumbuleuit 179 RT 01 RW 07 ,-6.870888889,107.6052222,-6.870888889,107.6052222,50,4 Kaki,503.645/1621/BPPT
564,Cidadap,Ledeng,PT. Xl Axiata, Tbk,Jl. Setiabudi Km 10 Polsekta Cidadap Bandung Tengah,-6.847,107.599,-6.847,107.599,50,4 Kaki,6987/IMB/1993
565,Cidadap,Hegarmanah,PT. Xl Axiata, Tbk,Jl. Dr Setiabudhi 170 F-G Bandung,-6.87222,107.59464,-6.87222,107.59464,25,3 Kaki,503.645/SI-0969 Disbang/2007
566,Cidadap,Ciumbuleuit,PT. Xl Axiata, Tbk,Jl. Bukit Raya Selatan 162 RT 03/RW  03 ,-6.86249,107.60639,-6.86249,107.60639,52,4 Kaki,503.645/SI-0546 Disbang/2007
567,Cidadap,Ledeng,PT. Xl Axiata, Tbk,Jl. Kapt. Abdul Hamid No. 145 RT 03 RW  01 ,-6.8661,107.59703,-6.8661,107.59703,36,Pole,503.645/SI-0203 Disbang/2007
568,Cidadap,Hegarmanah,Hutchinson,Jl. Kapten Abdul Hamid No. 56 RT 03/RW 06,-6.86545,107.59586,107.59586,-6.86545,25,Kaki 4,-
569,Cidadap,Hegarmanah,Naragita,Jl. Cikendi No. 10,-6.87607,107.60209,107.60209,-6.87607,31,Kaki 3,-
570,Cinambo,Babakan Penghulu,PT. Protelindo, Tbk,Jl. Cisaranten Wetan RT 01 RW  04 ,-6.93136,107.68661,107.68661,-6.93136,30,3 Kaki,503.645/4713/BPPT
571,Cinambo,Pakemitan,PT. Protelindo, Tbk,Jl. Komp. Cinambo Indah RT  05 RW  05,-6.92817,107.6902,107.6902,-6.92817,30,3 Kaki,503.645/2587/BPPT
572,Cinambo,Babakan Penghulu,PT. Protelindo, Tbk,Jl. Rumah Sakit No. 118 RT 02 RW  07 ,-6.93183,107.69214,107.69214,-6.93183,30,3 Kaki,503.645/1479/BPPT
573,Cinambo,Cisaranten Wetan,PT. Tower Bersama Group,Jl. Golef No. 19,-6.92067,107.689,107.689,-6.92067,42,4 Kaki,503.645/2582/BPPT
574,Cinambo,Babakan Penghulu,PT. Solusi Tunas Pratama,Jl. Rancameong No.  18RT 04RW  04 ,-6.938215,107.687511,107.687511,-6.938215,32,3 Kaki,Proses
